Timestamp,Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
0.0,32.7718485,35.047121,30.6,-0.02775,0.0005,0.98775,-0.52,0.38,-0.02,23900.0,16250.0,-34290.0
0.1,32.7718485,35.047121,30.6,-0.016,-0.02975,0.99375,-1.1,0.28,-0.04,23920.0,16240.0,-34290.0
0.2,32.7718485,35.047121,30.6,-0.00675,-0.0295,0.9915,0.14,-0.18,0.0,23910.0,16250.0,-34290.0
0.30000000000000004,32.7718485,35.047121,30.6,-0.031,0.0,1.016,1.06,-0.32,0.12,23910.0,16260.0,-34290.0
0.4,32.7718485,35.047121,30.6,-0.03275,0.00575,0.9965,-0.02,0.02,0.02,23900.0,16280.0,-34290.0
0.5,32.7718485,35.047121,30.6,-0.02175,-0.01425,0.99925,-0.9,0.46,-0.02,23910.0,16280.0,-34290.0
0.6000000000000001,32.7718485,35.047121,30.6,-0.0085,-0.03725,0.97725,-0.5,0.06,-0.02,23900.0,16270.0,-34290.0
0.7000000000000001,32.7718485,35.047121,30.6,-0.02425,-0.013,1.00475,0.98,-0.14,0.08,23900.0,16290.0,-34290.0
0.8,32.7718485,35.0471211,30.6,-0.0365,0.00525,1.01775,0.56,-0.28,0.04,23880.0,16350.0,-34290.0
0.9,32.7718485,35.0471211,30.6,-0.02625,-0.0005,0.994,-0.54,0.18,0.0,23900.0,16330.0,-34290.0
1.0,32.7718485,35.0471211,30.6,-0.01375,-0.03125,0.9855,-0.82,0.04,-0.02,23900.0,16280.0,-34290.0
1.1,32.7718485,35.0471211,30.6,-0.0075,-0.02625,0.99175,0.28,-0.22,-0.02,23910.0,16260.0,-34290.0
1.2000000000000002,32.7718485,35.0471211,30.6,-0.0325,0.0015,1.02475,0.96,-0.2,0.1,23910.0,16260.0,-34290.0
1.3,32.7718485,35.0471211,30.6,-0.035,0.0065,0.99275,-0.08,0.32,0.04,23910.0,16260.0,-34290.0
1.4000000000000001,32.7718485,35.0471211,30.6,-0.022,-0.0165,0.9905,-1.0,0.42,-0.02,23910.0,16260.0,-34290.0
1.5,32.7718485,35.0471211,30.6,-0.00775,-0.0345,0.9845,-0.5,-0.3,0.02,23920.0,16260.0,-34290.0
1.6,32.7718485,35.0471211,30.6,-0.02625,-0.009,1.01575,1.18,-0.36,0.02,23920.0,16270.0,-34290.0
1.7000000000000002,32.7718485,35.0471211,30.6,-0.03425,0.0045,1.0045,0.4,-0.08,0.04,23910.0,16300.0,-34290.0
1.8,32.7718485,35.0471211,30.6,-0.02525,-0.0055,0.995,-0.76,0.5,-0.06,23900.0,16320.0,-34290.0
1.9000000000000001,32.7718485,35.0471211,30.6,-0.01225,-0.0355,0.9835,-0.82,0.14,-0.02,23910.0,16300.0,-34290.0
2.0,32.7718485,35.0471211,30.6,-0.0145,-0.0195,0.99775,0.74,-0.2,0.02,23920.0,16280.0,-34290.0
2.1,32.7718485,35.0471211,30.6,-0.03425,0.00525,1.02075,0.8,-0.46,0.02,23950.0,16260.0,-34300.0
2.2,32.7718485,35.0471211,30.6,-0.028,0.00225,0.99475,-0.44,0.14,0.0,23960.0,16240.0,-34300.0
2.3000000000000003,32.7718485,35.0471211,30.6,-0.01675,-0.0265,0.99175,-1.0,0.38,-0.06,23970.0,16270.0,-34300.0
2.4000000000000004,32.7718485,35.0471211,30.6,-0.005,-0.03275,0.9835,-0.04,-0.02,-0.02,23970.0,16250.0,-34300.0
2.5,32.7718485,35.0471211,30.6,-0.03075,-0.0015,1.01675,1.22,-0.24,0.02,23970.0,16260.0,-34300.0
2.6,32.7718485,35.0471211,30.6,-0.03425,0.0075,1.00175,0.16,-0.04,0.04,23970.0,16250.0,-34300.0
2.7,32.7718485,35.0471211,30.6,-0.02375,-0.005,0.99825,-0.78,0.32,0.0,23970.0,16260.0,-34300.0
2.8000000000000003,32.7718485,35.0471211,30.6,-0.0075,-0.03375,0.97925,-0.66,-0.1,-0.02,23960.0,16280.0,-34300.0
2.9000000000000004,32.7718485,35.0471211,30.6,-0.01725,-0.01525,1.00375,0.8,-0.14,0.02,24010.0,16200.0,-34290.0
3.0,32.7718485,35.0471211,30.6,-0.03475,0.00625,1.0205,0.72,-0.22,0.06,24030.0,16150.0,-34290.0
3.1,32.7718485,35.0471211,30.6,-0.03025,0.0035,0.9925,-0.46,0.38,0.0,24060.0,16060.0,-34290.0
3.2,32.7718485,35.0471211,30.6,-0.0165,-0.027,0.9865,-1.0,0.24,0.0,24080.0,15990.0,-34290.0
3.3000000000000003,32.7718485,35.0471211,30.6,-0.00725,-0.02675,0.99475,0.12,-0.28,0.0,24100.0,15980.0,-34290.0
